device_id,date,time,temperature,RH,PM2.5,lat,lon
08BEAC0A089E,2022-06-20,00:00:06,29.8,100.0,18.0,23.12107103,120.4585091
08BEAC0A0880,2022-06-20,00:00:31,34.0,100.0,28.0,23.7224119,120.3083761
08BEAC0A0192,2022-06-20,00:00:32,32.7,96.0,23.0,24.2436176,120.6091583
08BEAC0A018A,2022-06-20,00:00:53,28.5,83.0,19.0,24.1935294,120.8128735
08BEAC0A04E4,2022-06-20,00:01:51,30.8,90.0,22.0,24.99226887,121.3105491
08BEAC0A0340,2022-06-20,00:02:01,32.8,81.0,53.0,22.9191552,120.2173726
08BEAC0A0418,2022-06-20,00:02:13,31.0,100.0,26.0,24.956345,121.238495
08BEAC0A0630,2022-06-20,00:02:18,30.8,85.0,29.0,24.909771,121.084225
08BEAC0A009E,2022-06-20,00:02:19,31.8,100.0,18.0,24.0351578,120.7244602
08BEAC0A0174,2022-06-20,00:02:26,31.1,100.0,18.0,24.958131,121.305374
08BEAC0A0156,2022-06-20,00:02:34,30.3,100.0,16.0,24.0838267,120.752756
08BEAC0A0344,2022-06-20,00:02:35,30.2,100.0,27.0,24.960122,121.178153
08BEAC0A048E,2022-06-20,00:02:38,31.7,100.0,20.0,23.7646352,120.5793289
08BEAC09FF6A,2022-06-20,00:02:40,31.3,85.0,31.0,24.9131512,121.2110455
08BEAC0A07F6,2022-06-20,00:02:40,26.0,84.0,9.0,24.711625,121.360388
08BEAC0A07A2,2022-06-20,00:02:47,30.8,100.0,29.0,25.10392038,121.2447143
08BEAC0A01AA,2022-06-20,00:03:10,31.3,73.0,27.0,24.9751,121.269826
08BEAC0A04EC,2022-06-20,00:03:40,29.5,100.0,26.0,24.936085,121.223586
08BEAC0A015A,2022-06-20,00:04:05,31.6,100.0,18.0,24.2603141,120.8273084
08BEAC0A0800,2022-06-20,00:04:07,33.3,100.0,32.0,23.18445889,120.1362602
08BEAC0A0218,2022-06-20,00:04:35,30.6,100.0,19.0,23.6869687,120.5865383
08BEAC0A0040,2022-06-20,00:04:48,33.1,100.0,30.0,22.991495,120.230691
08BEAC09FFF2,2022-06-20,00:05:01,29.2,100.0,27.0,24.941647,121.206555
08BEAC0A089E,2022-06-20,00:05:21,29.8,100.0,17.0,23.12107103,120.4585091
08BEAC0A0880,2022-06-20,00:05:50,34.0,100.0,28.0,23.7224119,120.3083761
08BEAC0A0192,2022-06-20,00:05:57,32.7,97.0,22.0,24.2436176,120.6091583
08BEAC0A018A,2022-06-20,00:06:09,28.5,83.0,16.0,24.1935294,120.8128735
08BEAC0A04E4,2022-06-20,00:07:09,30.7,90.0,22.0,24.99226887,121.3105491
08BEAC0A0340,2022-06-20,00:07:16,33.1,81.0,69.0,22.9191552,120.2173726
08BEAC0A0418,2022-06-20,00:07:28,31.2,100.0,25.0,24.956345,121.238495
08BEAC0A0630,2022-06-20,00:07:33,31.0,85.0,30.0,24.909771,121.084225
08BEAC0A009E,2022-06-20,00:07:35,32.0,100.0,18.0,24.0351578,120.7244602
08BEAC0A0174,2022-06-20,00:07:45,31.1,100.0,18.0,24.958131,121.305374
08BEAC0A0156,2022-06-20,00:07:49,30.5,100.0,16.0,24.0838267,120.752756
08BEAC0A0344,2022-06-20,00:07:50,30.2,100.0,27.0,24.960122,121.178153
08BEAC0A048E,2022-06-20,00:07:53,31.6,100.0,22.0,23.7646352,120.5793289
08BEAC0A07F6,2022-06-20,00:07:56,26.2,84.0,8.0,24.711625,121.360388
08BEAC09FF6A,2022-06-20,00:07:59,31.5,85.0,32.0,24.9131512,121.2110455
08BEAC0A07A2,2022-06-20,00:08:03,30.8,100.0,30.0,25.10392038,121.2447143
08BEAC0A01AA,2022-06-20,00:08:26,31.2,73.0,29.0,24.9751,121.269826
08BEAC0A04EC,2022-06-20,00:08:56,29.7,100.0,27.0,24.936085,121.223586
08BEAC0A015A,2022-06-20,00:09:22,31.7,100.0,16.0,24.2603141,120.8273084
08BEAC0A0800,2022-06-20,00:09:26,33.3,100.0,35.0,23.18445889,120.1362602
08BEAC0A0218,2022-06-20,00:09:50,30.7,100.0,19.0,23.6869687,120.5865383
08BEAC0A0040,2022-06-20,00:10:06,33.1,100.0,29.0,22.991495,120.230691
08BEAC09FFF2,2022-06-20,00:10:20,29.6,100.0,33.0,24.941647,121.206555
08BEAC0A089E,2022-06-20,00:10:38,30.0,100.0,17.0,23.12107103,120.4585091
08BEAC0A0880,2022-06-20,00:11:07,33.8,100.0,28.0,23.7224119,120.3083761
08BEAC0A018A,2022-06-20,00:11:26,28.7,83.0,19.0,24.1935294,120.8128735
08BEAC0A0192,2022-06-20,00:11:26,32.7,98.0,23.0,24.2436176,120.6091583
08BEAC0A04E4,2022-06-20,00:12:26,30.8,90.0,23.0,24.99226887,121.3105491
08BEAC0A0340,2022-06-20,00:12:35,33.0,81.0,58.0,22.9191552,120.2173726
08BEAC0A0418,2022-06-20,00:12:43,31.3,100.0,25.0,24.956345,121.238495
08BEAC0A0630,2022-06-20,00:12:49,31.0,85.0,30.0,24.909771,121.084225
08BEAC0A009E,2022-06-20,00:12:53,32.2,100.0,17.0,24.0351578,120.7244602
08BEAC0A0174,2022-06-20,00:13:01,31.3,100.0,17.0,24.958131,121.305374
08BEAC0A0156,2022-06-20,00:13:06,30.6,100.0,17.0,24.0838267,120.752756
08BEAC0A0344,2022-06-20,00:13:06,30.3,100.0,28.0,24.960122,121.178153
08BEAC0A048E,2022-06-20,00:13:08,31.5,100.0,24.0,23.7646352,120.5793289
08BEAC0A07F6,2022-06-20,00:13:11,26.5,84.0,8.0,24.711625,121.360388
08BEAC09FF6A,2022-06-20,00:13:16,31.5,85.0,30.0,24.9131512,121.2110455
08BEAC0A07A2,2022-06-20,00:13:18,31.0,100.0,27.0,25.10392038,121.2447143
08BEAC0A01AA,2022-06-20,00:13:44,31.3,74.0,28.0,24.9751,121.269826
08BEAC0A04EC,2022-06-20,00:14:11,29.8,100.0,27.0,24.936085,121.223586
08BEAC0A015A,2022-06-20,00:14:37,31.8,100.0,17.0,24.2603141,120.8273084
08BEAC0A0218,2022-06-20,00:15:05,30.8,100.0,24.0,23.6869687,120.5865383
