device_id,date,time,temperature,RH,PM2.5,lat,lon
08BEAC0A07A2,2023-02-14,00:00:06,14.3,100.0,11.0,25.10392038,121.2447143
08BEAC0A07BA,2023-02-14,00:00:08,18.3,100.0,0.0,23.068426,120.349513
08BEAC0A0678,2023-02-14,00:00:20,18.5,100.0,16.0,23.139376,120.138374
08BEAC0A0574,2023-02-14,00:00:25,17.8,100.0,18.0,23.14473,120.157472
08BEAC0A0780,2023-02-14,00:00:30,15.8,100.0,26.0,23.048809,120.17487
08BEAC0A0296,2023-02-14,00:00:41,14.6,100.0,15.0,23.741269,120.401443
08BEAC0A019A,2023-02-14,00:00:46,21.2,83.0,13.0,23.31993,120.345122
08BEAC09FF94,2023-02-14,00:00:55,13.6,100.0,9.0,24.944565,121.203051
08BEAC0A0826,2023-02-14,00:01:05,17.6,100.0,26.0,23.0865158,120.3191882
08BEAC0A07BE,2023-02-14,00:01:11,19.8,100.0,2.0,23.140352,120.21467
08BEAC0A05B8,2023-02-14,00:01:13,15.8,100.0,18.0,23.237662,120.175428
08BEAC0A0344,2023-02-14,00:01:14,16.3,94.0,10.0,24.960122,121.178153
08BEAC0A0156,2023-02-14,00:01:29,20.2,100.0,7.0,24.0838267,120.752756
08BEAC0A0398,2023-02-14,00:01:46,14.6,100.0,12.0,24.1494507,120.6816876
08BEAC0A0824,2023-02-14,00:01:54,20.3,100.0,33.0,22.971899,120.353121
08BEAC0A0348,2023-02-14,00:01:57,15.8,72.0,9.0,24.917683,121.250335
08BEAC0A04EC,2023-02-14,00:02:09,14.5,100.0,11.0,24.936085,121.223586
08BEAC0A0640,2023-02-14,00:02:18,16.7,100.0,19.0,23.160034,120.18215
08BEAC0A0630,2023-02-14,00:02:25,13.6,98.0,15.0,24.909771,121.084225
08BEAC0A0340,2023-02-14,00:02:48,20.6,96.0,29.0,22.919155,120.217373
08BEAC0A072A,2023-02-14,00:02:58,19.2,100.0,18.0,23.239051,120.271748
08BEAC0A089E,2023-02-14,00:03:00,20.8,100.0,37.0,23.12107103,120.4585091
08BEAC0A06A6,2023-02-14,00:03:02,17.0,100.0,27.0,22.977305,120.186438
08BEAC0A06FA,2023-02-14,00:03:15,21.3,92.0,0.0,23.04435,120.470196
08BEAC0A04B6,2023-02-14,00:03:18,18.7,95.0,28.0,23.005719,120.267263
08BEAC0A0174,2023-02-14,00:03:31,17.0,100.0,4.0,24.958131,121.305374
08BEAC0A018A,2023-02-14,00:03:32,18.6,80.0,5.0,24.1935294,120.8128735
08BEAC0A085E,2023-02-14,00:03:34,23.2,88.0,16.0,23.1434085,120.2727451
